product_id,title,description,categories,url,price,quantity,image,characteristics,ingredients,allergens,interests,servings,calories
green-tea-blueberry-pomegranate-unsweetened-beverage-091580,Green Tea Blueberry & Pomegranate Unsweetened Beverage," When creating our Trader Joe’s Blueberry & Pomegranate Green Tea, our philosophy was to keep it simple. No added sugars, no artificial flavors or colors, and no calories too! Instead, we mixed freshly brewed green tea with a splash of actual fruit flavors, resulting in a well-balanced beverage brimming with natural phytonutrients. So, sit back, relax and enjoy the flavorful fusion of sweet blueberries and tart pomegranates in this delightfully and refreshing tea. In whatever season, TJ’s Blueberry Pomegranate Tea can be served hot in a mug just like any other tea, or chilled over ice for a refreshing beverage. Remember the Tea is unsweetened, so enjoy as is, add a bit of honey to your cup o’ tea, or a little Organic Cane Sugar to your iced tea. ","['Beverages', 'Juices & More']",https://www.traderjoes.com/home/products/pdp/green-tea-blueberry-pomegranate-unsweetened-beverage-091580,$1.99,33.8 Fl Oz,https://www.traderjoes.com/content/dam/trjo/products/m301/91580.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['BREWED GREEN TEA (WATER, GREEN TEA LEAVES)', 'NATURAL FLAVORS', 'MALIC ACID', 'SODIUM ASCORBATE (TO PRESERVE)']",,"['Alfresco Dining', 'Glass Half Full', 'Heat Wave']","['12 fl oz(360mL)', '12 fl oz(360mL)']","['0 ', '0 ']"
green-tea-unsweetened-beverage-046769,Green Tea Unsweetened Beverage," Did you know? Both green and black tea are made with leaves that come from the same species of plant­, Camellia sinensis. The difference in color and flavor between the two is due to the fact that black tea leaves undergo a withering (accelerated drying) and oxidation (curing in a climate-controlled room) process, whereas green tea leaves do not. Hence, green teas, like our Trader Joe’s Unsweetened Green Tea Beverage, have a fresher, more floral, more delicately grassy flavor. And it’s exactly that flavor profile that makes our pre-brewed. ready-to-drink Unsweetend Green Tea Beverage so remarkably refreshing. Equally delicious whether its served hot or chilled, it can be customized with slices of your favorite citrus, muddled with a sprig of mint, or even incorporated into an alluringly aromatic cocktail. We find that its fine, earthy notes are particularly well suited for serving alongside savory pastries, fresh cut melon, and seafood of all kinds. For an extra special treat, try mixing it with our Fresh Squeezed Lemonade in a 1:1 ratio and enjoying with the rice bowl topped with roasted salmon. ","['Beverages', 'Juices & More']",https://www.traderjoes.com/home/products/pdp/green-tea-unsweetened-beverage-046769,$1.99,33.8 Fl Oz,https://www.traderjoes.com/content/dam/trjo/products/m301/46769.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['BREWED GREEN TEA (WATER, GREEN TEA LEAVES)', 'MALIC ACID', 'SODIUM ASCORBATE (TO PRESERVE)']",,"['Alfresco Dining', 'Glass Half Full', 'Heat Wave', 'Yes!']","['12 fl oz(360 mL)', '12 fl oz(360 mL)']","['0 ', '0 ']"
chocolatey-coated-chocolate-chip-cookie-dunkers-040978,Chocolatey Coated Chocolate Chip Cookie Dunkers," Having a wonderfully warm cup of coffee or hot chocolate is a treat in its own, we 100% agree. But for some reason, we couldn’t just leave it at that; we had to find a best buddy for your lonely beverage. And on that day, Trader Joe’s Chocolatey Coated Chocolate Chip Dunkers were born and we will never look back.   Devised with double the chocolate for milk-dunking fun in mind- might we suggest to try with chocolate milk for an extremely chocolatey treat! A flawlessly engineered oblong shape designed to dunk with ease. Crispy, crunchy, and firm so they maintain structural integrity even after being submerged in your dipping drink of choice. Trader Joe’s Chocolatey Coated Chocolate Chip Dunkers are truly the ideal snack when a glass of milk or mug of coffee alone won’t cut it. A tub of these will work wonders whether appropriately stored by your packs of hot cocoa mix at home in the pantry or in the breakroom at work beside that fancy new coffee machine that you can’t quite work yet! ","['Food', 'Snacks & Sweets', 'Candies & Cookies']",https://www.traderjoes.com/home/products/pdp/chocolatey-coated-chocolate-chip-cookie-dunkers-040978,$5.99,24 Oz,,Kosher,[],"CONTAINS WHEAT, MILK, SOY, EGG, COCONUT.","['Family Style', 'Finger Food', 'Game Night', 'Treat Yourself']",['2 cookies(38g)'],['190 ']
vegetable-spring-rolls-056006,Vegetable Spring Rolls," Spring. A versatile word with many meanings. It can refer to a place where water emerges from an underground source, or a coil in a mattress. You can walk with a spring in your step or enjoy springtime weather. Or, a brilliant idea can spring from your mind. For us, this brilliant idea that sprung forth resulted in Trader Joe’s Vegetable Spring Rolls.   Named after the Spring Festival in China, where spring rolls are served, these are no ordinary Spring Rolls. While we’ve kept many of the elements found in traditional spring rolls, like cabbage, onion, and carrots, we’ve also cooked up some delightful updates. Kale, shredded tofu, and edamame add fresh and vibrant flavors to our rolls. All of these ingredients, along with mushrooms, ginger, and garlic, are put through a centrifuge to remove excess moisture and provide a crispier final product. Then this filling is rolled into a thin pastry wrapper and fried before frozen. Prepare according to the package directions and you’ll have perfectly crispy, tasty Spring Rolls—as if they were never frozen!   The best part about our Vegetable Spring Rolls (besides their tastiness, of course)…? You can eat them year round! Cut rolls in half and serve at a cocktail party with Sweet Chili Sauce. Or, include alongside Mandarin Orange Chicken and Organic Jasmine Rice for a quick and tasty meal. ","['Food', 'From The Freezer', 'Appetizers']",https://www.traderjoes.com/home/products/pdp/vegetable-spring-rolls-056006,$4.49,9 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20601/56006.png/jcr:content/renditions/cq5dam.web.1280.1280,Vegan,[],"CONTAINS SOY, WHEAT, SESAME.","['Finger Food', 'Game Night']","['2 spring rolls(102g)', '2 spring rolls(102g)']","['200 ', '500 ']"
chicken-spring-rolls-055571,Chicken Spring Rolls," When your fingers first pinch the outside wrapper of a spring roll, the texture is the tell. Soggy sides foreshadow watered-down filling. Crisp sides—that crackle with your touch—hold the promise of a big, balanced, boastful bite.   Based on the popular Taiwanese “3 Cup Chicken” dish, our Chicken Spring Rolls feature chunks of white meat chicken, cabbage, carrots, and green onion that are cooked in hot woks with plentiful basil, garlic, and ginger. Simmered with soy sauce, sesame oil, rice wine, and chili paste, the flavor only intensifies. The finished filling is carefully tucked into a wheat flour wrapper and deep-fried to make a thin, light, crisp shell.   Bake in the oven, or fry on the stove top until the outside wrapper is golden and tellingly crispy. Serve with our Sweet Chili Sauce for dipping. ","['Food', 'From The Freezer', 'Appetizers']",https://www.traderjoes.com/home/products/pdp/chicken-spring-rolls-055571,$4.49,9 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20601/55571.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['FILLING (WHITE MEAT CHICKEN, GREEN CABBAGE, NAPA CABBAGE, CARROT, GREEN ONION, SUGAR, BASIL, GARLIC, GINGER, SESAME OIL, CORNSTARCH, SOY SAUCE POWDER [SOY SAUCE {FERMENTED SOYBEANS, WHEAT, SALT}, MALTODETERIN, SALT], SALT, RICE WINE [ALCOHOL {DISTILLED SPIRITS FROM RICE}, SALT, WATER], CHILI PASTE [RED CHILE PEPPERS, DISTILLED VINEGAR, SALT, XANTHAN GUM])', 'WRAPPER (WHEAT FLOUR, WATER, SALT, CORN SYRUP SOLIDS, SOYBEAN OIL).']","CONTAINS WHEAT, SOY.","['Finger Food', 'Game Night']",['1 roll(1.8oz/51g)'],['100']
italian-bigonda-cheese-with-herbs-058088,Italian Bigonda Cheese with Herbs," The Dolomite mountain range of Italy is a renowned destination for skiers, cyclists and even stair climbers – it’s home to the Calà del Sasso, the world’s longest staircase open to the public at 4,444 steps. The Dolomite mountain range is also renowned for its cheeses, and happens to be the home of Trader Joe’s Italian Bigonda Cheese with Herbs. Our Bigonda Cheese is made for us by a master cheese-making family in the Trentino province, with over 80 years of experience under their belts. The milk used in the making of this cheese comes from cattle that graze on the breathtaking mountain pastures of the Dolomites. The clean air and lush mountain grasses help the cows produce supremely fresh milk, ideal for making this traditional style of Italian farmstead cheese, known as caciotta, that has a semi-soft texture with a creamy, firm consistency. While there are variations on the style (some cheese makers add black pepper or olive oil), our Bigonda Cheese is studded with laurel, thyme, parsley, organic chives, fennel and caraway seeds, juxtaposing fragrant Herbs with the slightly sweet, fresh milk notes of the cheese.  The beauty of Bigonda is its versatility – you can melt it into an omelet or on a grilled cheese sandwich, or try it cut into cubes atop a green salad with extra virgin olive oil, garbanzo beans and thinly sliced red onion. Liven up a cheese plate with sliced Bigonda and a foil of sweet fig jam, crunchy Marcona almonds and crisp white wine. ","['Food', 'Cheese', 'Wedges, Wheels, Loaves, Logs']",https://www.traderjoes.com/home/products/pdp/italian-bigonda-cheese-with-herbs-058088,$10.99,1 Lb,https://www.traderjoes.com/content/dam/trjo/products/m20203/58088.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['PASTEURIZED MILK', 'SEA SALT', 'DRIED HERB AND SPICE BLEND (LAUREL LEAF, THYME LEAVES, PARSLEY, CHIVES, FENNEL SEEDS, CARAWAY SEED POWDER)', 'MICROBIAL ENZYME']",CONTAINS MILK.,"['Cheese Board', 'Effortless Entertaining', 'Pair With Wine']",['1 oz(28g/ about 1 inch)'],['100']
chromatic-celebration-cake-baking-mix-075748,Chromatic Celebration Cake & Baking Mix,,"['Food', 'For the Pantry', 'For Baking & Cooking']",https://www.traderjoes.com/home/products/pdp/chromatic-celebration-cake-baking-mix-075748,$4.99,28.22 Oz,,,"['CAKE MIX (UNBLEACHED ENRICHED FLOUR [WHEAT FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID], CANE SUGAR, BLUE SPRINKLES [SUGAR, WHEAT FLOUR, SUNFLOWER OIL, WHEAT STARCH, COLOR ADDED {VEGETABLE JUICE, TITANIUM DIOXIDE}], CORNSTARCH, BAKING POWDER [SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, CORNSTARCH, MONOCALCIUM PHOSPHATE], PINK SPRINKLES [SUGAR, WHEAT FLOUR, SUNFLOWER OIL, WHEAT STARCH, VEGETABLE JUICE {COLOR}, CITRIC ACID {TO MAINTAIN COLOR}], ORANGE SPRINKLES [SUGAR, WHEAT FLOUR, SUNFLOWER OIL, WHEAT STARCH, COLOR ADDED {PAPRIKA OLEORESIN, TURMERIC}], EXPELLER PRESSED CANOLA OIL, NATURAL FLAVORS, SEA SALT)', 'FROSTING MIX (POWDERED SUGAR [SUGAR, CORNSTARCH], NATURAL FLAVORS, SEA SALT)', 'RAINBOW SPRINKLES (SUGAR, PALM KERNEL AND PALM OIL, CORNSTARCH, COLOR ADDED [VEGETABLE JUICE, ANNATTO EXTRACT, SPIRULINA EXTRACT, TURMERIC OLEORESIN, BETA CAROTENE, PAPRIKA OLEORESIN], SUNFLOWER LECITHIN, MALTODEXTRIN, CARNAUBA WAX, CELLULOSE GUM).']",CONTAINS WHEAT.,"['Family Style', 'Gild The Lily', ""Let's Bake!"", 'Treat Yourself']","['1/16 pkg.(50g); makes 1 slice of cake (87g)', '1/16 pkg.(50g); makes 1 slice of cake (87g)']","['190 ', '350 ']"
uganda-rwenzori-mountains-of-the-moon-small-lot-coffee-072787,Uganda Rwenzori Mountains of the Moon Small Lot Coffee," Along the western edge of Uganda, the snow-capped Rwenzori Mountains inspire such awe that many refer to them as the legendary “Mountains of the Moon.” The snowpack from their peaks nourishes the soil of the foothills below, offering the perfect growing conditions for fine-quality Arabica coffee beans—e.g., the coffee beans you’ll find inside this bag.   The latest in our ever-evolving, limited-edition Small Lot Coffee series, Trader Joe’s Uganda Rwenzori Mountains of the Moon Coffee is grown, harvested, and sun-dried by local farmers. Our supplier then treats the beans to a medium roast, which brings out the coffee’s natural notes of strawberry, chocolate, and dried black currants. Brew a cup per your favorite coffee-making method, then enjoy it alongside a hearty granola parfait for breakfast or a few TJ’s Raspberry Hearts shortbread cookies for dessert. ","['Beverages', 'Coffee & Tea']",https://www.traderjoes.com/home/products/pdp/uganda-rwenzori-mountains-of-the-moon-small-lot-coffee-072787,$9.99,12 Oz,https://www.traderjoes.com/content/dam/trjo/products/m304/72787.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,[],,"['Alfresco Dining', 'Brunch All Day', 'Rise & Shine']",[],[]
blueberry-lemon-hand-pies-075248,Blueberry & Lemon Hand PIes," When it comes to pies, bold fruit flavors and buttery, flaky crusts go hand in hand. And in Trader Joe’s Blueberry & Lemon Hand Pies, you’ll find both—handily! Made for us by the same brilliant bakery partners behind our fall-seasonal Apple Pumpkin Hand Pies, each bite of these hearty, hand-hold-able Pies is bursting with fresh blueberry (it’s the first ingredient listed, in fact!) and sweet-tart sugared lemon, supported by an expertly crafted all-butter crust.   Just as the name implies, Trader Joe’s Blueberry & Lemon Hand Pies can easily be eaten sans knife and fork, making them an excellent option for packing along on picnics, adding to school or work lunches, or simply just enjoying on the go. That said, for those who prefer a slightly more involved experience, warming them up for a few minutes in the oven or air fryer will definitely be worth your while—especially with the addition of a dollop of whipped cream or scoop of your favorite ice cream. Just be sure to pick them up while we still have them on hand, because they’re only available during the spring! ","['Food', 'Bakery', 'Sweet Stuff']",https://www.traderjoes.com/home/products/pdp/blueberry-lemon-hand-pies-075248,$4.49,8.47 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20105/75248.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,[],"CONTAINS MILK, EGG, WHEAT.","['Finger Food', 'Picnic', 'Treat Yourself']","['1 container(240g)', '1 container(240g)']","['370 ', '730 ']"
coffee-bean-hold-the-cone-mini-ice-cream-cones-070297,Coffee Bean Hold the Cone! Mini Ice Cream Cones," Identical in size and shape to their Chocolate, Vanilla, and Chocolate Chip counterparts, Trader Joe’s Coffee Bean Hold the Cone! Mini Ice Cream Cones are nonetheless unique and uniquely delicious. Rather than traditional sugar cones, these feature chocolate sugar cones. And these aren’t just regular cones—they’re lined with the same chocolatey coating that tops the ice cream. Speaking of ice cream... As their name would imply, each chocolate-lined Coffee Bean Hold the Cone! Mini Ice Cream Cone is filled with rich, creamy, strongly flavored coffee bean-flavored ice cream!   These treats, like their super-chill cone cousins, are made exclusively for Trader Joe’s. So if it’s a Mini Ice Cream Cone you desire, a trip to Trader Joe’s is the stuff dreams are made of! Or, rather, the stuff of dreams made real... ","['Food', 'From The Freezer', 'Cool Desserts']",https://www.traderjoes.com/home/products/pdp/coffee-bean-hold-the-cone-mini-ice-cream-cones-070297,$3.99,7.9 Oz,,Kosher,[],"CONTAINS MILK, EGG, SOY, WHEAT, COCONUT.","['Family Style', 'Heat Wave', 'Stuff of Dreams', 'Treat Yourself']","['3 cones(84g)', '3 cones(84g)']","['250 ', '660 ']"
cleansing-conditioning-hair-wash-074744,Cleansing + Conditioning Hair Wash," Looking to switch up your usual hair-washing routine? Trader Joe’s Cleansing & Conditioning Hair Wash is just the thing! It replaces the typical two-step shampoo and conditioner hair-care ritual with one product that simultaneously cleans and conditions, leaving your hair soft and shiny!   Many shampoos contain detergents that strip hair of its natural oils, which often leads to dry strands and itchy scalps. Our Hair Wash doesn’t contain any detergents, sulfates, parabens, or silicone—so you’re left with clean hair, minus the harsh side effects that result from shampoo overuse. Products like this one are often referred to as “co-washes”—conditioners that are used to both wash and condition hair—and they’re becoming a popular alternative for good reason. By co-washing, your hair won’t need to be washed as frequently. It will hydrate dry hair and help tame frizz while enhancing texture and adding volume.   To use our Cleansing & Conditioning Hair Wash, simply wet your hair and apply it to your hair and scalp. It won’t foam up like typical shampoos (that’s what detergents do); it will feel more like a creamy conditioner. Enjoy the invigorating grapefruit and minty scent while you massage it into your hair and scalp then rinse thoroughly. ","['Everything Else', 'For the Face & Body']",https://www.traderjoes.com/home/products/pdp/cleansing-conditioning-hair-wash-074744,$4.99,8 Fl Oz,https://www.traderjoes.com/content/dam/trjo/products/m502/74744.png/jcr:content/renditions/cq5dam.web.1280.1280,,[],,"['Giftable', 'Time-pressed', 'Treat Yourself']",[],[]
traditional-style-fat-free-refried-beans-093595,Traditional Style Fat Free Refried Beans," Ever wonder why refried beans are called refried beans when they’re only cooked once? We did. Turns out that the whole thing is based on a simple case of mistaken translation. You see, in colloquial Mexican Spanish, the prefix re is often used to mean “very.” So frijoles refritos should actually translate to very fried beans, not refried beans. Interesting, right?   And accurate, it turns out. To make really good refried beans, you have to cook them for hours. But with Trader Joe’s Traditional Style Fat Free Refried Beans, you can get that same great taste by simply opening a can, because all that work has already been done. Plus, you get iron, magnesium, Omega-3s and loads of lean protein – 8 grams in every serving. Add them to your taco night spread, use them in burritos or combine them with our Hatch Valley Salsa to make a reexcellent bean & cheese dip. ","['Food', 'For the Pantry', 'Packaged Fish, Meat, Fruit & Veg']",https://www.traderjoes.com/home/products/pdp/traditional-style-fat-free-refried-beans-093595,$1.19,16 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20902/93595.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['COOKED BEANS', 'WATER', 'SALT']",,['Dinner Hack'],['1/2 cup(130g)'],['120 ']
sliced-sharp-cheddar-cheese-077728,Sliced Sharp Cheddar Cheese," What’s the best thing since sliced bread? Sliced cheese, of course. Sliced cheese like Trader Joe’s Sliced Sharp Cheddar.   Trader Joe’s Sliced Sharp Cheddar is made for us under the supervision of two Wisconsin Master Cheesemakers, using milk from local family farms. It’s a traditional Cheddar, made using the time-honored “cheddaring” process first employed in the English village of Cheddar (yes, there is such a place, in Somerset). Traditional cheddaring involves putting the cheese curds through a mill after they’ve been cut and turned. It’s a time and labor intensive process that yields a significantly more complex cheese than you get from more “modern” cheddaring methods like stirring the curds.   The flavor and texture of Cheddar changes dramatically as it ages, to our eternal delight. Our Sliced Sharp Cheddar is aged four to six months, just enough time to develop its rich, creamy, nutty flavor and almost-but- not-quite-ready-to-crumble texture. This complexity makes it an ideal mate for a burger, and it’s also excellent in cold sandwiches, panini, tuna melts, and omelets. Each slice is separated by parchment, making it easy to use and ideal for anytime at all. ","['Food', 'Cheese', 'Slices, Shreds, Crumbles']",https://www.traderjoes.com/home/products/pdp/sliced-sharp-cheddar-cheese-077728,$4.79,12 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20201/77728.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['PASTEURIZED MILK', 'CULTURES', 'SALT', 'MICROBIAL ENZYMES', 'ANNATTO']",CONTAINS MILK.,"['Cut The Mustard', 'Family Style', 'Put An Egg On It']",['1 oz(28g/1 slice)'],['110 ']
riced-hearts-of-palm-075005,Riced Hearts of Palm," Our latest grain alternative comes straight from the heart… hearts of palm, that is. We think the Hearts of Palm Pasta on our grocery shelves is a pretty impressive pasta substitute, so we set out to discover if it could be a suitable stand-in for another beloved grain, rice—and dazzle us, it did! For a simple, versatile, and convenient replacement for rice, Trader Joe’s Riced Hearts of Palm is just hearts of palm, that has been… well… riced. It’s gluten free, vegan, and kosher, too.   Tender, mild-tasting, hearts of palm come from the center of palm trees. Our Ecuadorian supplier takes the harvested Hearts and processes them, so it comes out looking like rice. Nothing is added to this mild- flavored Rice, so you can use as a blank canvas for a variety of dishes and flavors. Make a grain-free grain bowl, by adding sautéed veggies, a protein (maybe tofu or chicken) to the prepared Rice, and dress it with Green Goddess Salad Dressing. Since our Riced Hearts of Palm takes five minutes or less to prepare on the stove or in the microwave, so you can have a homemade fried rice ready in under 20 minutes. Talk about a weeknight dinner game changer! ","['Food', 'For the Pantry', 'Pastas & Grains']",https://www.traderjoes.com/home/products/pdp/riced-hearts-of-palm-075005,$3.49,9 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20901/75005.png/jcr:content/renditions/cq5dam.web.1280.1280,Gluten Free,['HEARTS OF PALM'],,"['Alfresco Dining', 'Feeling Adventurous', 'In Lieu of Pizza', 'Make It Meatless']","['1/3 package(85g)', '1/3 package(85g)']","['20 ', '60 ']"
sriracha-sprinkle-seasoning-blend-075426,Sriracha Sprinkle Seasoning Blend," A distinctly delicious deconstruction of our Sriracha Sauce’s garlicky, fiery flavor profile, Trader Joe’s Sriracha Sprinkle Seasoning Blend provides all the same tart, peppery, and aromatic allium notes in a convenient, oh-so-Sprinkle-able form. It’s crafted with a suite of spices and seasonings including granulated garlic, cayenne pepper, vinegar powder, sugar, and kosher salt, which all combine to add a uniquely Sriracha-y note to any dish you wish. And since it’s in a dry seasoning, it’s all the more convenient to add to foods that don’t mix quite as well with sauces, like pop corn or freshly roasted veggies.   Looking to add an extra savory something and a hit of heat to your next dry rub? Sriracha Sprinkle will make an idispensable addition. Need a little extra oomph in your burgers, egg salad, or breading for fried chicken? Sriracha Sprinkle is a top pick for picnics. It adds a fun, familiar zing when shaken over still-hot-from-theoven Handsome Cut Fries and is a sublimely simple way to season shrimp just before sautéeing in butter or grilling on a skewer. ","['Food', 'For the Pantry', 'Spices']",https://www.traderjoes.com/home/products/pdp/sriracha-sprinkle-seasoning-blend-075426,$2.99,2.5 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20906/75426.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,[],,"['Alfresco Dining', 'Feeling Adventurous', 'Mouth On Fire', 'Put An Egg On It']",['1/4 tsp.(1g)'],['0 ']
ketchup-flavored-sprinkle-seasoning-blend-075256,Ketchup Flavored Sprinkle Seasoning Blend," Ketchup is so much more than just a sauce—at this point in its long, storied history, it’s practically the Platonic ideal of condiments. Vastly versatile and proudly unpretentious, we’re so inspired by ketchup’s ample applicability that we couldn’t help but wonder if there was a way to take it even further. And so we asked ourselves: what would an even more convenient ketchup look like? What if it could be administered evenly over roasted veggies with getting messy, tossed with warm french fries without getting them soggy, or easily included in dry rubs and salt blends? The answer, we found, was Trader Joe’s Ketchup Flavored Sprinkle.   Made with a base of tomato powder, kosher salt, and sugar, this terrifically tomato-y Seasoning Blend brings the bright, sweet, and ever-so-slightly umami flavor of Ketchup to anything you can Sprinkle it over. Just like its namesake inspiration, it adds a delightful zing of flavor to all kinds of snacks, like our Waffle Cut Fries or Sweet Potato Frites. Unlike standard ketchup, however, this Sprinkle is decidedly dry, making it an ideal option for seasoning eggs, sandwiches, barbecue, or anything else where preserving the balance of moisture is paramount. Sprinkle on, ketchup fans! Sprinkle on. ","['Food', 'For the Pantry', 'Spices']",https://www.traderjoes.com/home/products/pdp/ketchup-flavored-sprinkle-seasoning-blend-075256,$2.99,2.6 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20906/75256.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['TOMATO POWDER', 'SUGAR', 'KOSHER SALT', 'VINEGAR POWDER (MALTODEXTRIN, DISTILLED VINEGAR)', 'RICE CONCENTRATE', 'ONION POWDER', 'GARLIC POWDER']",,"['Alfresco Dining', 'Brunch All Day', 'Family Style', 'Feeling Adventurous', 'Put An Egg On It']",['1/4 tsp.(1g)'],['0 ']
organic-mayonnaise-060932,Organic Mayonnaise," People are passionate about their mayonnaise. And they should be. Mayo can define your sandwich, dip, or salad, so you definitely want to be sure you’re using the best tasting mayonnaise you can find. That’s exactly why we’d like to point you in the direction of Trader Joe’s Organic Mayonnaise, a meritorious mayo in every way.   This is a real egg Mayonnaise – there’s no skimping on flavor or richness here. It’s made for us using expeller pressed organic soybean oil, organic whole eggs, and without any added sweeteners. It’s silky-smooth, ideal for spreading, and did we mention it’s rich? Oh, yes. Fold it in to chicken or egg salad, slather it on a sandwich, or blend it into your favorite dip recipe.   We’ll make you a deal. Try our Organic Mayonnaise in place of your regular brand. We’re pretty sure you’ll love it. But if you don’t, that’s okay, too; no hard feelings. Just bring it back and we’ll refund your money. No questions asked. ","['Food', 'Dips, Sauces & Dressings', 'Condiments']",https://www.traderjoes.com/home/products/pdp/organic-mayonnaise-060932,$3.79,16 Fl Oz,https://www.traderjoes.com/content/dam/trjo/products/m20401/60932.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['ORGANIC SOYBEAN OIL', 'WATER', 'ORGANIC EGG YOLKS', 'ORGANIC WHOLE EGG', 'ORGANIC WHITE DISTILLED VINEGAR', 'SALT', 'ORGANIC LEMON JUICE CONCENTRATE', 'ORGANIC GROUND MUSTARD']","CONTAINS EGG, SOY.","['Alfresco Dining', 'Cut The Mustard', 'Family Style', 'Picnic']",['1 Tbsp.(14g)'],['100 ']
bruschetta-sauce-007904,Bruschetta Sauce," Trader Joe's Bruschetta Sauce has that fresh-from-the-garden taste because its combination of chopped tomatoes, oil, chopped basil, garlic and spices is never cooked. Their flavors do have the opportunity to marinate together, and the result is vibrant and versatile. Serve it on toasted baguette slices, toss it with hot or cold pasta, or spoon it on grilled or roasted chicken or fish. However you choose to enjoy it, we guarantee enjoyment, every time. ","['Food', 'Fresh Prepared Foods', 'Salads, Soups & Sides']",https://www.traderjoes.com/home/products/pdp/bruschetta-sauce-007904,$2.99,14.5 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20501/07904.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['*Product nutrition and allergen values may vary by region, please review packaging in-store for current details.']",,"['Alfresco Dining', 'Brunch All Day', 'Family Style', 'Heat Wave', 'Pair With Wine', 'Picnic']",[],[]
organic-tri-color-bell-peppers-095882,Organic Tri-Color Bell Peppers," Each of these bell peppers are perfect for eating fresh on its own, or add to salads or veggie trays with dip. When cooked, they are excellent stuffed, grilled on the BBQ, or lightly fried in Tempura batter. ","['Food', 'Fresh Fruits & Veggies', 'Veggies']",https://www.traderjoes.com/home/products/pdp/organic-tri-color-bell-peppers-095882,$4.99,20 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20702/95882.png/jcr:content/renditions/cq5dam.web.1280.1280,Organic,[],,"['Cheese Board', 'Fire Up The Grill', 'Fry It Up']",[],[]
raspberries-095018,Raspberries," Ripe, juicy, and delightfully full-flavored – for quick snacking, smoothies, baking, or topping on sweet treats with just a kiss of cream. Top a cheesecake or Chocolate Lava Cakes, sprinkle a few in a fruit salad, or crush them for an ice cream topping. ","['Food', 'Fresh Fruits & Veggies', 'Fruits']",https://www.traderjoes.com/home/products/pdp/raspberries-095018,$6.99,18 Oz,,,[],,"['Alfresco Dining', 'Cheese Board', 'Finger Food', 'Midday Snacks', 'Picnic']",[],[]
strawberries-cream-gelato-075375,Strawberries & Cream Gelato," In Italian, “gelato” is the word for “ice cream” in general. Most Italian ice cream, however, is made in a certain style—so when stateside treat-seekers are referring to gelato, they are typically talking about an Italian-style ice cream. An ice cream that’s intensely creamy, yet surprisingly refreshing. An ice cream that’s wondrously light, yet velvety and dense. An ice cream like Trader Joe’s Strawberries & Cream Gelato.   Like all the greatest gelato, TJ’s Strawberries & Cream Gelato is made (in Italy!) with more milk than cream, whereas American-style ice cream is typically made with more cream than milk. This lower butterfat content gives the Gelato a light, refreshing quality and allows its bright Strawberries & Cream flavor — courtesy of strawberry purée, candied strawberry pieces, and actual vanilla bean specks — to really shine through. And while you might assume that less butterfat would yield a less creamy result… you’d be wrong if you did. Per the Italian tradition (did we mention it’s made in Italy?), this Gelato also holds less air than American-style ice cream, so it still offers that smooth, creamy mouthfeel you crave. Pick up a pint today, while supplies last. ","['Food', 'From The Freezer', 'Cool Desserts']",https://www.traderjoes.com/home/products/pdp/strawberries-cream-gelato-075375,$3.49,1 Pint,https://www.traderjoes.com/content/dam/trjo/products/m20604/75375.png/jcr:content/renditions/cq5dam.web.1280.1280,,[],"CONTAINS MILK, WHEAT, COCONUT.","['Date Night', 'Treat Yourself']","['2/3 cup(118g)', '2/3 cup(118g)']","['220 ', '650 ']"
