product_id,title,description,categories,url,price,quantity,image,characteristics,ingredients,allergens,interests,servings,calories
mini-beef-tacos-070709,Mini Beef Tacos," Our TJ’s Mini Beef Tacos supplier takes tiny corn tortillas, fills them with a mix of tender pulled beef and roasted green salsa (made with tomatillos, jalapeños, and green bell peppers), then fries them up in soybean oil. The result? The tastiest, tiniest, most tantalizing Tacos you ever did eat! Oh, and this time around, they’re gluten free to boot.   Microwave these Mini Tacos for an afternoon, after-school, or after-work snack. Bake them in your oven and dunk ’em in Guajillo Salsa or Garlic Chipotle Salsa. Crisp them in your air-fryer and pile them high next to a bucket of ice-cold Trader José Lagers. Whether it’s Taco Tuesday or “Just Because” Wednesday (or Thursday… or Friday…), these Tacos are tops! You’ll find them in our freezers. ","['Food', 'From The Freezer', 'Entrées & Sides']",https://www.traderjoes.com/home/products/pdp/mini-beef-tacos-070709,$5.99,17.5 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20602/70709.png/jcr:content/renditions/cq5dam.web.1280.1280,Gluten Free,"['CORN TORTILLA (YELLOW CORN FLOUR [CORN TREATED WITH HYDRATED LIME], WATER, CONTAINS 2% OR LESS OF GUAR GUM, CELLULOSE GUM)', 'PULLED BEEF (BEEF, WATER)', 'ROASTED GREEN SALSA (TOMATILLOS, JALAPENOS, WATER, GREEN BELL PEPPERS, CANE SUGAR, ONION POWDER, SEA SALT, GARLIC POWDER, CUMIN)', 'SOYBEAN OIL']",CONTAINS SOY.,"['Alfresco Dining', 'Crack a Beer', 'Dinner Hack', 'Family Style', 'Finger Food', 'In Lieu of Pizza', 'Midday Snacks']",['4 tacos(83g)'],['270 ']
gochujang-paste-073246,Gochujang Paste," With origins dating to at least the 1600s, and possibly earlier, gochujang isn’t so much an ingredient as it is an institution of Korean cuisine unto itself. Traditionally made from a mix of fermented soybeans, rice, barley, salt, and, of course, spicy red peppers, gochujang has a thick consistency and a delightfully complex flavor that’s a rare mix of savory, sweet, and spicy, all at once. In the case of Trader Joe’s Gochujang, we reached out to a supplier in South Korea who uses traditional fermentation techniques to achieve this uniquely delicious flavor profile, resulting in a highly versatile pepper paste that works just as well as a condiment as it does a soup base, a marinade, a dipping sauce, and so much more.   Our Gochujang’s beautifully balanced elements of sweet and heat make it an excellent choice for flavoring proteins of all kinds, from barbecued beef to pan-seared porkloin, crispy fried chicken wings to hearty tofu stew. It can spice up burgers when used as a spread, can be enjoyed with french fries either on its own or mixed with mayo, and adds a whole new dimension of flavor when added to noodle soups. And for a fun, fiery appetizer, it’s great for making kimchi-inspired quick pickles with salted smashed cucumbers. ","['Food', 'Dips, Sauces & Dressings', 'Dressing & Seasoning']",https://www.traderjoes.com/home/products/pdp/gochujang-paste-073246,$1.99,7.05 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20405/73246.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['RICE', 'TAPIOCA SYRUP', 'RED PEPPER SEASONING (RED PEPPER POWDER, WATER, SALT, GARLIC, ONION)', 'WATER', 'SEA SALT', 'ETHYL ALCOHOL (TO PRESERVE)']","MAY CONTAIN SOY, WHEAT.","['Feeling Adventurous', 'Mouth On Fire']",['1 tsp.(7g)'],['15']
pretzel-slims-087777,Pretzel Slims," Trader Joe’s Pretzel Slims take the same salty, crunchy, hard mini-pretzels you love as a bar snack, and flattens them into a chip-like “Slim” shape. Each one-two-bite- sized Pretzel Slim is thin, crispy, and studded with coarse crystal of salt, just like a classic pretzel. Unlike your everyday pretzel, however, their increased surface area allows them to be used as a vehicle for a wide variety of dips, cheeses, spreads — even salsas, if you so choose — meaning these Pretzel Slims aren’t just delicious, they’re postively practical.   Made from just four simple ingredients (wheat flour, sugar, salt, and barley malt syrup), we reccomend dunking your Pretzel Slims into Pub Cheese (with or without Jalapeños), Organic Buffalo Style Hummus, or even a jar of Aioli Garlic Mustard Sauce. Dip averse? They’re still quite delicious on their own, especially when paired with a cold beer, or beverage of your choice. ","['Food', 'Snacks & Sweets', 'Chips, Crackers & Crunchy Bites']",https://www.traderjoes.com/home/products/pdp/pretzel-slims-087777,$2.49,8 Oz,https://www.traderjoes.com/content/dam/trjo/products/m21001/87777.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID)', 'INVERT SUGAR SYRUP', 'SALT', 'MALTED BARLEY', 'SODIUM BICARBONATE', 'SODIUM HYDROXIDE (PROCESSING AID)']",CONTAINS WHEAT.,"['Alfresco Dining', 'Backpack Ready', 'Desk Drawer', 'Game Night', 'Midday Snacks']",['1 oz.(28g/about 16 pieces)'],['110 ']
organic-pineapple-chunks-071648,Organic Pineapple Chunks," Each jar of Trader Joe’s Organic Pineapple Chunks in Pineapple Juice contains exactly two ingredients: organic pineapple, cut into manageably sized segments, and sweet, organic pineapple juice. Both the pineapple and its juice come to us from Thailand, where pineapples are grown nearly year-round, and where they happen to produce some of the sweetest, highest quality pineapple our panel has ever tasted—and we’ve tasted quite a few. And though the ingredient list may be small, the flavors are anything but: ripe, well-rounded, and with only the faintest bit of acidity to keep things balanced, these Organic Pineapple Chunks will cover all your baking, grilling, stir-frying—or even just snacking—needs.   By packing these Chunks of Pineapple in their own juice, our supplier not only preseves their sweet, tropical flavor, but also keeps them super juicy and ready-to-eat, right out of the jar. In fact, one of our favorite uses for them is simply as a topping for yogurt, cottage cheese, or ice cream. Of course, they have plenty of savory applications, too, from pizza, to fried rice, to Thai curries, and more. And they’re an especially convenient pantry item for making tropical salsas, fruit salads, and even cocktails when fresh pineapple is out of season. ","['Food', 'For the Pantry', 'Packaged Fish, Meat, Fruit & Veg']",https://www.traderjoes.com/home/products/pdp/organic-pineapple-chunks-071648,$2.99,15 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20902/71648.png/jcr:content/renditions/cq5dam.web.1280.1280,Organic,"['ORGANIC PINEAPPLE', 'ORGANIC PINEAPPLE JUICE']",,"['Alfresco Dining', 'Family Style', 'Feeling Fancy', 'Heat Wave', 'Picnic', 'Rise & Shine']",['1 cup(142g)'],['90']
to-the-power-of-c-organic-juice-blend-072790,To the Power of C Organic Juice Blend," Trader Joe’s To the Power of Vitamin C Organic 100% Juice Blend is no ordinary juice blend. For starters, it’s not from concentrate, which means you won’t find any weak, watered-down flavors here, folks. Instead, you get the bright, refreshing, and uninterrupted flavors of organic orange juice, organic pineapple juice, organic mango purée, and a splash of organic lemon juice.   On its own, this balanced, bright-orange blend already offers up plenty of vitamin C. But to really take this juice To the Power of C, we’ve added acerola cherry powder, too, bringing the total Vitamin C count to 90mg per eight-fluid-ounce serving. That’s 100% of the recommended daily value right there! Now, we freely acknowledge that there’s no “M.D” after “Trader Joe’s” (although “Doctor Joe” does have a ring to it, doesn’t it?), but we’d say that’s something you can feel good about. Literally and figuratively. Quick—To the Power of C! ","['Beverages', 'Juices & More']",https://www.traderjoes.com/home/products/pdp/to-the-power-of-c-organic-juice-blend-072790,$4.29,32 Fl Oz,https://www.traderjoes.com/content/dam/trjo/products/m301/72790.png/jcr:content/renditions/cq5dam.web.1280.1280,Organic,"['ORGANIC ORANGE JUICE', 'ORGANIC PINEAPPLE JUICE', 'ORGANIC MANGO PUREE', 'ORGANIC LEMON JUICE', 'ORGANIC ACEROLA CHERRY POWDER (VITAMIN C)']",,"['Alfresco Dining', 'Brunch All Day', 'Family Style', 'Glass Half Full', 'Rise & Shine']",['8 fl oz( 240mL)'],['130 ']
mascarpone-042747,Mascarpone," Hailing from the Lombardy region of Italy just southwest of Milan, the Mascarpone story begins. While we got plenty of positives from Italy during the Renaissance, this fresh, cream cheese offering may be one of the best thing that came out of the turn from 16th to 17th century.   Unlike many of the other cheeses you’ll find in our refrigerators, Mascarpone is a pasteurized milk and cream cheese that is coagulated from the use of an acidic substances (in this case we use citric acid, but historically lemon juice and vinegar have been used). After the curdling, the whey is removed without pressing or aging resulting in a thick crème fraîche-like cheese with a fat content upwards of 60%+.   The final product is that of a smooth, thickened cream not far from the texture of whipped butter. This light texture continues with a mildly flavored, milky flavored cheese that is so mellow in flavor it can lend itself to both sweet and savory dishes. Mascarpone is used in tons of northern Italian dishes and desserts because the original flavor goes well with anything from mustard and spices to sweet cocoa and coffee. Grab a tub today and take your culinary travels to Italy with a Mascarpone recipe! ","['Food', 'Cheese', 'Cream and Creamy Cheeses']",https://www.traderjoes.com/home/products/pdp/mascarpone-042747,$3.99,8 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20204/42747.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['PASTEURIZED CREAM AND MILK', 'CITRIC ACID']",CONTAINS MILK.,"['Alfresco Dining', 'Feeling Fancy', 'Stuff of Dreams']",['1 Tbsp.(1/2 oz./14g)'],['60 ']
lemon-curd-007850,Lemon Curd," If cheese is the only thing that comes to mind when you hear the term “curd,” it’s time to expand your culinary horizons. Simply put, fruit curds are a category of preserves in a class of their own, made by cooking fruit juice with eggs and butter. Typically served with scones or bread as an alternative to jam, fruit curds are woven into British teatime tradition—which is why our Buyer went straight to the source to develop Trader Joe’s Authentic Lemon Curd.   Our Lemon Curd is imported from England, where it’s been made exclusively for us for nearly 15 years. Cane sugar, whole eggs, and butter are slow-cooked in small batches with lemon juice concentrate, lemon oil, and pectin; because the characteristics of the lemon juice can vary slightly from batch to batch, this labor-intensive process is overseen by a kettle master, whose sole purpose is to stir the curd and monitor its flavor, satiny texture, and vibrant sheen until it’s just right. When the mixture cools, it transforms into a luxuriously thick, glossy, golden-yellow spread, imbued with the aroma of freshly baked lemon bars. Yum…   With flavors of rich butter and sweet sugar contrasted by bright, tangy lemon, you might refer to our Lemon Curd as “sunshine in a jar.” After all, a spoonful of the stuff has the power to brighten up breakfast, baked goods, and all sorts of sweets and treats in between. Slather it on toast or stir it into yogurt. Drizzle it on pancakes, or ice cream, or cheesecake. If you want to get fancy, whip up some heavy cream and fold it into the Lemon Curd for an almost-effortless tart or layer cake filling worthy of a royal afternoon tea. ","['Food', 'For the Pantry', 'Nut Butters & Fruit Spreads']",https://www.traderjoes.com/home/products/pdp/lemon-curd-007850,$3.99,10.5 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20903/07850.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['CANE SUGAR', 'EGGS', 'BUTTER (MILK)', 'WATER', 'LEMON JUICE CONCENTRATE', 'PECTIN', 'LEMON OIL', 'CITRIC ACID.']","CONTAINS MILK, EGG.","['Brunch All Day', 'Cheese Board', 'Gild The Lily', 'Treat Yourself']",['1 Tbsp.(30g)'],['100 ']
sliced-prosciutto-098861,Sliced Prosciutto," We like to think of prosciutto as ham that’s had time to luxuriate in a spa for a year. If you can imagine how much better you’d be after a year in a spa, you can begin to imagine how delightful prosciutto can be. Trader Joe’s Sliced Prosciutto lives up to this promise.   Our Sliced Prosciutto is crafted for us by a well-known, award-winning Italian salumeri here in the U.S. They begin with full hams that are cured in the traditional Italian style, then allowed to age slowly for 10-12 months. As the hams age, their flavor intensifies and their character builds, resulting in richly-flavored Prosciutto that’s outstanding on Panini with arugula & Asiago, a natural with melon for brunch or hors d’oeuvres and super on a pizza – try it with pesto or a cream-based sauce and inch-long cuts of asparagus. ","['Food', 'Meat, Seafood & Plant-based', 'Beef, Pork & Lamb']",https://www.traderjoes.com/home/products/pdp/sliced-prosciutto-098861,$3.99,4 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20801/98861.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['PORK', 'SALT']",,"['Alfresco Dining', 'Brunch All Day', 'Cheese Board', 'Pair With Wine']",['1/4 pack(28g)'],['110']
nonfat-plain-greek-yogurt-062905,Nonfat Plain Greek Yogurt," We have a lot of options when it comes to Greek yogurt – all kinds of flavors and sizes and fat contents from which to choose. Oftentimes, we crave the simple, unadorned “plain” flavor – a descriptor that never seems to do justice to this “not at all plain,” tart, tangy yogurt. When that’s our craving, we reach for Trader Joe’s Nonfat Plain Greek Yogurt.Trader Joe’s Nonfat Plain Greek Yogurt is a standout in the creaminess department – creaminess you expect from the best Greek yogurts – and is made with milk from cows not treated with rBST. Some “Greek-style” yogurts come by their creaminess via thickeners or gums. Not this one. TJ’s Nonfat Plain Greek Yogurt is strained, as tradition dictates, to remove much of the liquid whey, leaving a thicker, creamier yogurt.Our Nonfat Plain Greek Yogurt is also higher in protein than classic, European-style yogurts – each eight ounce serving has 22 grams of protein! Add in some fresh or frozen fruit and a little granola for a hearty breakfast. Add a bit of honey for a satisfying snack. Blend into a smoothie to add a touch of tartness to that sweet treat. Or use it in place of sour cream on tacos or baked potatoes. ","['Food', 'Dairy & Eggs', 'Yogurt, etc.']",https://www.traderjoes.com/home/products/pdp/nonfat-plain-greek-yogurt-062905,$0.99,5.3 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20303/62905.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['GRADE A PASTEURIZED SKIM MILK', 'LIVE ACTIVE CULTURES (BIFIDOBACTERIUM LACTIS, LACTOBACILLUS ACIDOPHILUS, L. BULGARICUS, L. PARACASEI, STREPTOCOCCUS THERMOPHILUS).']",CONTAINS MILK.,"['Alfresco Dining', 'Rise & Shine']",['1 container(150g)'],['90 ']
instant-boba-kit-073998,Instant Boba Kit," Since its creation in Taiwan in the 1980s, boba has become a genuinely global phenomenon—and if you’re lucky enough to live near a boba shop, you’ll know exactly why. Simultaneously sweet, refreshing, and texturally satisfying, a typical sip of a boba drink starts with the cool rush of iced, sweetened, and often fabulously flavored milk (or a comparable non-dairy beverage) and ends on a delightfully chewy note, courtesy of the tapioca pearls (A.K.A. boba) that mingle at the bottom of the cup. It’s a taste-texture combo that serves as an ideal anytime treat, especially when combined with a savory snack. And now, thanks to Trader Joe’s Instant Boba Kit, it can be enjoyed from the comforts of your very own home.   For right about the same price you’d pay for a single boba drink at a café, each Boba Kit contains four pouches of tapioca pearls flavored with rich brown sugar, which take only a minute in the microwave to heat up. From there, it’s just a matter of mixing into a glass of your preferred milk or non-dairy alternative, adding ice, and enjoying. Why, we’ve even included a wide-gauge paper straw to go along with each pouch to make sure you can capture a few boba with every sip. For an unbeatable savory-sweet combo, we recommend pairing a tall, icy glass with a basket of crispy Gluten Free Breaded Chicken Breast Nuggets. ","['Food', 'From The Freezer', 'Entrées & Sides']",https://www.traderjoes.com/home/products/pdp/instant-boba-kit-073998,$4.99,9.2 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20602/73998.png/jcr:content/renditions/cq5dam.web.1280.1280,Gluten Free,"['WATER', 'BROWN SUGAR', 'TAPIOCA STARCH', 'MODIFIED TAPIOCA STARCH', 'CARAMEL COLOR', 'NATURAL FLAVOR', 'SODIUM CARBOXYMETHYLCELLULOSE']",,"['Feeling Adventurous', 'Glass Half Full', 'Heat Wave', 'The ""X"" Factor']",['1 pouch(65g)'],['110 ']
organic-hickory-smoked-turkey-breast-062667,Organic Hickory Smoked Turkey Breast," Far from being just for Thanksgiving, turkey is also a year-round, midday-meal star. True to form, Trader Joe’s Organic Hickory Smoked Turkey Breast is superb for sandwiches, but its laudable attributes go far beyond the fact that it’s conveniently pre-sliced. Our Organic Turkey Breast is sourced from turkeys that are allowed plenty of space to roam about, and are never fed animal by-products; just a strict, vegetarian diet. And they’re also never given antibiotics, or added hormones. We could stop there... but we won’t! Each thinly sliced piece of Turkey is tender, savory, and has a delicate Hickory smokiness to it that pairs especially well with a nice, sharp Cheddar—like our Organic New Zealand Cheddar, for instance—and even better when that pairing comes together in the form of a warm turkey melt. ","['Food', 'Meat, Seafood & Plant-based', 'Chicken & Turkey']",https://www.traderjoes.com/home/products/pdp/organic-hickory-smoked-turkey-breast-062667,$5.99,6 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20802/62667.png/jcr:content/renditions/cq5dam.web.1280.1280,Antibiotic Free,"['ORGANIC TURKEY BREAST', 'WATER', 'SEA SALT']",,"['Alfresco Dining', 'Cut The Mustard', 'Heat Wave', 'Picnic']",['2 slices(56g)'],['60 ']
crunchy-chili-onion-peanuts-072430,Crunchy Chili Onion Peanuts," When we introduced our Crunchy Chili Onion a few years, we knew we had something special on our hands. But even we have to admit that we were surprised at just how extraordinarily versatile this savory, spicy, spectacularly crunchy topping ended up being. So much so, in fact, that we felt the time was right to incorporate it into an everyday, anytime, anywhere snack. And as it turns out, the condiment that goes with everything just happens to go particularly well with roasted peanuts.   As you’ll discover with every bite of Trader Joe’s Crunchy Chili Onion Peanuts, the subtly savory nuttiness of peanuts provides both an ideal method of delivery for our Crunchy Chili Onion, and adds yet another layer of flavor complexity to its marvelous mix of garlic, umami, and spice. They’re super satisfying to munch on during a sporting event or weekend movie marathon, and also make a great garnish for salads, stir fries, or sesame noodles. Just be sure to keep a cool drink on hand—it’s a slow-building heat, but one that can easily catch up with you. ","['Food', 'Snacks & Sweets', 'Nuts, Dried Fruits, Seeds']",https://www.traderjoes.com/home/products/pdp/crunchy-chili-onion-peanuts-072430,$2.99,9 Oz,https://www.traderjoes.com/content/dam/trjo/products/m21003/72430.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['ROASTED PEANUTS (PEANUTS, PEANUT OIL AND/OR SUNFLOWER OIL)', 'SEASONING (DRIED RED BELL PEPPERS, RED CHILI PEPPERS, SALT, DRIED ONIONS, DRIED GARLIC, PAPRIKA OLEORESIN [COLOR], NATURAL FLAVORS)', 'CORN SYRUP SOLIDS']",CONTAINS PEANUT.,"['Crack a Beer', 'Desk Drawer', 'Finger Food', 'Game Night', 'Midday Snacks', 'Mouth On Fire']",['1/4 cup(33g)'],['190 ']
homestyle-salsa-especial-mild-051476,Homestyle Salsa Especial Mild," Made exclusively (and perhaps we should say, Especial-ly) for us, using a traditional recipe from Northern Mexico, Trader Joe’s Mild Homestyle Salsa Especial is smooth, slightly smoky, and has a gentle, easy-going level of heat—just enough to let you know that it’s a salsa. Each batch starts with hand-roasted Chile de Arbol peppers, which provide that signature, subtle smokiness. Our supplier then adds chopped sweet tomatoes, diced onions, and cilantro, as well as a mix of garlic and savory spices.   Looking for a great salsa for dunking chips, like our new Salsa Verde Flavored Corn Tortilla Chips? Or maybe a tempting topper for tacos, enchiladas, or Tamales? Or maybe even a piquant addition to a plate of scrambled eggs? Look no further than Trader Joe’s Mild Homestyle Salsa Especial. ","['Food', 'Dips, Sauces & Dressings', 'Salsa & Hot Sauce']",https://www.traderjoes.com/home/products/pdp/homestyle-salsa-especial-mild-051476,$2.99,12 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20403/51476.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['WHOLE PEELED TOMATOES (WHOLE PEELED TOMATOES, TOMATO JUICE, SALT, CALCIUM CHLORIDE, CITRIC ACID)', 'ONION', 'CILANTRO', 'SALT', 'GARLIC PUREE (GARLIC, CITRIC ACID)', 'DRIED OREGANO', 'ROASTED DRIED RED BELL PEPPER', 'CHILE DE ARBOL POWDER.']",,"['Alfresco Dining', 'Family Style', 'Midday Snacks', 'Picnic', 'Pour It On']",['2 Tbsp(30g)'],['5 ']
mango-jicama-slaw-057099,Mango Jicama Slaw," Crisp, fruity, and almost ridiculously refreshing, the sweet, savory, and tantalizingly tart flavors at play in Trader Joe’s Mango Jicama Slaw make it one exceptional salad. Starting with a base of crunchy sliced jicama and perfectly ripened, Mexico-grown julienned mangoes, our supplier adds a layer of green cabbage to provide even more crunch, sprigs of cilantro for some elegant aromatics, and a delicately spicy lime-mango vinaigrette to tie it all together. With every bite, all the elements coalesce into a bright, zesty, texturally electrifying eating experience that elevates any entrée it’s served beside.   That said, it also makes a great stand-alone lunch option, and works wonders as a topping on dishes like fish tacos, pulled-pork sandwiches, or a hot-from-the-grill Italian Sausage. ","['Food', 'Fresh Prepared Foods', 'Salads, Soups & Sides']",https://www.traderjoes.com/home/products/pdp/mango-jicama-slaw-057099,$5.49,12 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20501/57099.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['MANGO', 'JICAMA', 'GREEN CABBAGE', 'LIME MANGO VINAIGRETTE (WATER, SUGAR, EXPELLER PRESSED CANOLA OIL, MANGO, RICE VINEGAR, DISTILLED VINEGAR, LIME JUICE CONCENTRATE, GINGER PUREE, SEA SALT, DRIED RED PEPPER, GARLIC [WATER, GARLIC], LEMON GRASS [LEMON GRASS, WATER, XANTHAN GUM, CITRIC ACID], CORNSTARCH, XANTHAN GUM)', 'CILANTRO']",,"['Alfresco Dining', 'Feeling Adventurous', 'Picnic']",['1/2 Cup(100g)'],['70 ']
oven-baked-cheese-bites-057243,Oven-Baked Cheese Bites," Made with a tangy blend of semi-aged cheeses, Trader Joe’s Oven-Baked Cheese Bites are a snack-lover’s paradise. Originally the brainchild of a historic, Italian dairy and a well-known cheesemaker, these extra-crunchy nuggets are boldly cheesy, packed with protein (15 grams per serving), and all but carb-free (less than one gram per serving). And thanks to some nifty, patented baking technology, these Cheese Bites are completely shelf-stable, even without the use of preservatives.   Munch on a handful (or two…or three…) of Oven-Baked Cheese Bites anytime you’re craving a simple snack that really satisfies. Crumble them atop salads or open-faced sandwiches to add a cheesy, crouton-y crunch without the extra carbs. Or toss a few atop a bowl of soup on an unseasonably chilly day. ","['Food', 'Snacks & Sweets', 'Chips, Crackers & Crunchy Bites']",https://www.traderjoes.com/home/products/pdp/oven-baked-cheese-bites-057243,$2.99,2.11 Oz,https://www.traderjoes.com/content/dam/trjo/products/m21001/57243.png/jcr:content/renditions/cq5dam.web.1280.1280,Gluten Free,"['SEMI AGED CHEESE (MILK, SALT, VEGETABLE RENNET)', 'GRANA PADANO CHEESE (MILK, SALT, EGG LYSOZYME, ANIMAL RENNET)']","CONTAINS MILK, EGG.","['Backpack Ready', 'Cheese Board', 'Crack a Beer', 'Desk Drawer', 'Finger Food', 'Midday Snacks']","['1 oz(28g/about 1/2 package)', '1 oz(28g/about 1/2 package)']","['160 ', '340 ']"
dry-roasted-salted-pistachios-007998,Dry Roasted & Salted Pistachios," Grown for us in California’s San Joaquin Valley, Trader Joe’s Dry Roasted & Salted Pistachios are produced without the use of a medium like oil or water (hence, dry-roasted.) This gives each Pistachio a delightfully crunchy texture that interplays impeccably with their naturally mild, buttery flavor profile, which in turn is accentuated by the addition of sea salt. They arrive at our stores in the shell, which suits us just fine, since they’re just as fun to crack open as they are to eat. They’re ideal snacks for spectating sports, enjoying with drinks, or casually crunching as an anytime indulgence. And on top of all that, Trader Joe’s Dry Roasted & Salted Pistachios are a great value, too. ","['Food', 'Snacks & Sweets', 'Nuts, Dried Fruits, Seeds']",https://www.traderjoes.com/home/products/pdp/dry-roasted-salted-pistachios-007998,$6.99,1 Lb,https://www.traderjoes.com/content/dam/trjo/products/m21003/07998.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['PISTACHIOS', 'SEA SALT']",CONTAINS  PISTACHIOS.,"['Backpack Ready', 'Cheese Board']",['1/4 cup(30g) without shells / 1/2 cup (60g) with shells'],['170 ']
chile-lime-seasoning-blend-056662,Chile Lime Seasoning Blend," Fruta con chile y limon. It’s a popular snack offered up by street vendors throughout Mexico. Wheeled carts mounted with glass boxes exhibit several cups, each one overflowing with one or another combination of fresh- cut fruits and veggies—watermelon, mango, coconut, oranges, jicama, cucumbers…   But it’s not just fruit they’re peddling. As important as the produce is, what makes this snack so special is the condiment sprinkled on top. It’s a seasoning made from salt, chile powder, and lime juice powder. What might seem strange to the uninitiated is actually a very sensible (and sensational!) flavor fusion: sweet and crisp fruit, contrasted with tart lime, enhanced by salt, and given an ever-so-slight, pungent, chile-powder kick.   Trader Joe’s version of this simple seasoning is called Chile Lime Seasoning Blend. Sprinkle it on eggs, potatos or tacos. Or, rim a glass (or two) and servie Spicy Jalapeño Limeade over ice, with- or without -tequila. You'll find no end to the versatility of this sensational seasoning blend. ","['Food', 'For the Pantry', 'Spices']",https://www.traderjoes.com/home/products/pdp/chile-lime-seasoning-blend-056662,$2.29,2.9 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20906/56662.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['SEA SALT', 'CHILE PEPPER', 'RED BELL PEPPER', 'LIME JUICE POWDER', 'CITRIC ACID', 'RICE CONCENTRATE.']",,"['Alfresco Dining', 'Feeling Adventurous', 'Stuff of Dreams']",['1/4 tsp(1g)'],['0 ']
mint-chip-ice-cream-092805,Mint Chip Ice Cream," We’ve never understood why most mint chip ice creams have a ridiculous green hue that doesn’t appear to be naturally derived, let alone from mint plants. Trader Joe’s, for one, doesn’t need fluorescent green coloring to tell you that our Mint Chip Ice Cream is packed with pleasing peppermint flavor and melt-in-your mouth chocolate chips.   We love to focus on quality ingredients with all of our products, and Trader Joe’s Mint Chip Ice Cream does not deviate. It’s made from a simple mixture that includes cream, milk, sugar, egg yolks, some peppermint extract and chocolatey fudge chips. And notice that Super Premium designation? To get there, an ice cream must have less than 50% overrun, which in ice cream terms, refers to the amount of air mixed into the final product. That means that one gallon of mix would create no more than one and a half gallons of finished ice cream. Trader Joe’s Mint Chip Ice Cream has 26% overrun—in other words, it’s a delightfully dense, super Super Premium Ice Cream! ","['Food', 'From The Freezer', 'Cool Desserts']",https://www.traderjoes.com/home/products/pdp/mint-chip-ice-cream-092805,$4.49,1 Qt,https://www.traderjoes.com/content/dam/trjo/products/m20604/92805.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['CREAM', 'MILK', 'CANE SUGAR', 'CHOCOLATE FLAVORED CHIPS (SUGAR, COCOA PROCESSED WITH ALKALI, COCONUT OIL, BUTTER OIL, SOY LECITHIN, VANILLA EXTRACT)', 'SUGARED EGG YOLKS (EGG YOLKS, SUGAR)', 'PEPPERMINT EXTRACT', 'STABILIZER BLEND (CAROB BEAN GUM, GUAR GUM, CANE SUGAR)']","CONTAINS MILK, EGG, SOY, COCONUT.","['Heat Wave', 'Treat Yourself']",['2/3 cup(140g)'],['370 ']
coffee-bean-blast-ice-cream-078580,Coffee Bean Blast Ice Cream," This is why people scream for ice cream. Trader Joe’s Coffee Bean Blast Ice Cream is, in our most humble opinion, the very best coffee ice cream available anywhere on planet Earth. Or beyond, on other planets whose populations value ice cream. Lest you think we hyperbolize – which we would never, ever do – we’re about to tell you exactly what makes this ice cream so special.   First and foremost, our Coffee Bean Blast Ice Cream has very low overrun. Overrun, in ice cream speak, is the amount of air that’s whipped into the ice cream – the higher the overrun, the lower quality the ice cream. Because there is so little air in this ice cream, it is thicker, richer and creamier than lesser quality ice creams. And then there’s the flavor. Big WOW here. Some coffee ice creams have a little coffee flavor – some don’t even use actual coffee. Our Coffee Bean Blast Ice Cream features big, bold, intense coffee flavor that comes from brewed Colombian coffee and bits of very finely ground French Roast Colombian coffee beans in every bite. ","['Food', 'From The Freezer', 'Cool Desserts']",https://www.traderjoes.com/home/products/pdp/coffee-bean-blast-ice-cream-078580,$4.49,1 Qt,https://www.traderjoes.com/content/dam/trjo/products/m20604/78580.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['CREAM', 'MILK', 'CANE SUGAR', 'COFFEE', 'SUGARED EGG YOLKS (EGG YOLKS, SUGAR)', 'COFFEE BEANS', 'COCOA PROCESSED WITH ALKALI', 'STABILIZER BLEND (CAROB BEAN GUM, GUAR GUM, CANE SUGAR)']",CONTAINS MILK AND EGGS.,"['Heat Wave', 'Treat Yourself']",['2/3 Cup(140g)'],['320 ']
